id,id_pelicula,genero
1795,1650,Adventure
1796,1650,History
1799,1654,Drama
1805,1659,Drama
1806,1661,Drama
1807,1662,Drama
1809,1664,Drama
1811,1667,Drama
1812,1667,War
1823,1678,Drama
1825,1680,Horror
1826,1680,Mystery
1828,1682,Drama
1829,1682,History
1830,1682,War
1834,1687,Adventure
1835,1687,Drama
1837,1689,Drama
1838,1690,Drama
1842,1692,Action
1843,1692,Biography
1844,1692,Drama
1845,1693,Drama
1846,1693,Western
1850,1697,Adventure
1851,1697,Western
1853,1699,Drama
1856,1702,Drama
1858,1704,Drama
1859,1704,Western
1860,1705,Drama
1862,1708,Comedy
1863,1708,Drama
1869,1715,Drama
1870,1716,Drama
1872,1718,Drama
1873,1718,History
1874,1718,Romance
1876,1720,Comedy
1877,1720,Crime
1878,1720,Drama
1881,1723,Drama
1882,1724,Comedy
1883,1727,Drama
1886,1730,Adventure
1887,1730,History
1890,1733,Drama
1891,1733,History
1892,1734,Drama
1893,1735,Drama
1895,1737,Drama
1898,1740,Comedy
1899,1740,Sport
1901,1742,Drama
1902,1746,Drama
1904,1748,Drama
1907,1752,Drama
1911,1757,Adventure
1912,1757,Comedy
1914,1760,Drama
1916,1762,Drama
1917,1764,Drama
1920,1766,Drama
1922,1768,Drama
1923,1769,Comedy
1929,1774,Comedy
1930,1775,Crime
1931,1775,Drama
1932,1775,Mystery
1933,1776,Drama
1934,1776,Romance
1941,1782,Action
1942,1782,Adventure
1943,1782,Drama
1950,1787,Crime
1951,1787,Drama
1955,1790,Romance
1956,1790,Western
1957,1791,Drama
1958,1791,Romance
1966,1797,Crime
1967,1797,Drama
1968,1797,Romance
1973,1802,Comedy
1976,1804,Drama
1977,1804,Western
1979,1806,Crime
1980,1806,Drama
1984,1810,Crime
1985,1810,Drama
1989,1815,Drama
1993,1818,Drama
1994,1818,War
2001,1822,Romance
2002,1822,Western
2012,1833,Comedy
2014,1835,Fantasy
2015,1836,Horror
2016,1836,Sci-Fi
2022,1841,Comedy
2023,1841,Drama
2024,1841,Romance
2028,1845,Drama
2030,1848,Adventure
2031,1848,Drama
2035,1853,Drama
2036,1854,Drama
2041,1859,Drama
2042,1860,Drama
2043,1861,Drama
2046,1863,Adventure
2047,1863,Drama
2048,1864,Drama
2049,1864,History
2050,1865,Drama
2051,1865,War
2054,1867,Action
2055,1867,Adventure
2057,1869,Drama
2061,1873,Adventure
2062,1873,Romance
2069,1880,Adventure
2070,1880,Crime
2073,1885,Drama
2076,1887,Drama
2095,1901,Drama
2097,1903,Action
2098,1903,Adventure
2099,1903,War
2110,1912,Drama
2115,1917,Comedy
2116,1918,Comedy
2122,1923,Drama
2128,1928,Drama
2129,1928,History
2130,1930,Action
2131,1930,Drama
2132,1930,War
2133,1931,Comedy
2137,1934,Drama
2138,1934,War
2149,1945,Crime
2150,1945,Drama
2151,1946,Fantasy
2159,1953,Action
2160,1953,Comedy
2161,1953,Romance
2163,1956,Drama
2166,1959,Drama
2170,1963,Comedy
2171,1963,Sci-Fi
2177,1967,Comedy
2178,1967,Romance
2185,1974,Drama
2190,1978,Comedy
2191,1978,Drama
2192,1978,Mystery
2199,1984,Drama
2220,2000,Drama
2224,2003,Drama
2225,2003,Thriller
2233,2009,Drama
2234,2009,Fantasy
2235,2009,Horror
2236,2012,Drama
2237,2012,Horror
2242,2017,Drama
2243,2018,Adventure
2244,2019,Comedy
2245,2019,Romance
2246,2020,Crime
2247,2020,Drama
2255,2032,Drama
2257,2035,Adventure
2258,2035,Drama
2259,2035,Romance
2271,2045,Drama
2272,2045,Western
2277,2050,Comedy
2287,2062,Drama
2288,2062,Fantasy
2289,2062,Horror
2290,2063,Drama
2292,2065,Drama
2302,2073,Adventure
2303,2074,Drama
2304,2076,Drama
2305,2076,War
2319,2089,Drama
2320,2089,Romance
2329,2095,Comedy
2330,2095,Drama
2331,2096,Drama
2332,2097,Comedy
2338,2106,Drama
2342,2110,Drama
2344,2112,Drama
2346,2115,Drama
2347,2117,Action
2348,2117,Comedy
2349,2117,Drama
2351,2120,Action
2352,2120,Adventure
2353,2120,Drama
2356,2123,Drama
2357,2123,Fantasy
2365,2130,Drama
2366,2131,Drama
2367,2131,Romance
2372,2135,Drama
2373,2135,History
2374,2136,Drama
2383,2145,Action
2384,2145,Drama
2388,2148,Comedy
2391,2151,Adventure
2392,2151,Romance
2393,2151,Thriller
2396,2154,Action
2401,2161,Drama
2402,2162,Comedy
2403,2162,Drama
2407,2165,Fantasy
2408,2165,Sci-Fi
2411,2167,Crime
2412,2167,Mystery
2413,2168,Action
2414,2169,Drama
2415,2170,Drama
2422,2176,Adventure
2423,2176,Drama
2424,2176,Western
2427,2182,Fantasy
2428,2182,Romance
2429,2183,Drama
2433,2186,Comedy
2434,2186,Drama
2435,2187,Drama
2436,2187,Romance
2439,2190,Crime
2440,2190,Drama
2463,2211,Drama
2466,2213,Comedy
2470,2217,Comedy
2471,2217,Drama
2472,2218,Drama
2473,2218,Romance
2474,2219,Drama
2475,2219,Romance
2478,2221,Drama
2479,2221,Romance
2483,2225,Drama
2484,2226,Western
2499,2238,Drama
2500,2238,Western
2501,2239,Adventure
2504,2242,Drama
2505,2243,Adventure
2506,2243,Drama
2507,2245,Drama
2511,2249,Drama
2526,2258,Adventure
2527,2258,Fantasy
2530,2262,Adventure
2531,2262,Drama
2532,2263,Drama
2533,2263,Fantasy
2538,2268,Drama
2543,2274,Comedy
2544,2274,Fantasy
2548,2276,Drama
2549,2276,History
2551,2278,History
2552,2280,Drama
2554,2282,Drama
2563,2289,Drama
2564,2289,Mystery
2565,2289,Romance
2568,2292,Drama
2569,2292,Romance
2570,2292,War
2574,2296,Drama
2581,2302,Drama
2602,2320,Drama
2604,2322,Drama
2622,2339,Drama
2623,2339,Western
2626,2342,Drama
2628,2344,Fantasy
2629,2345,Adventure
2633,2347,Comedy
2636,2350,Drama
2645,2357,Drama
2657,2367,Drama
2678,2381,Drama
2687,2386,Drama
2688,2386,Family
2689,2386,Fantasy
2693,2390,Crime
2694,2390,Drama
2696,2393,Drama
2699,2397,Adventure
2704,2402,Drama
2705,2403,Biography
2706,2403,Drama
2707,2403,Romance
2708,2404,Comedy
2709,2404,Romance
2712,2407,Fantasy
2713,2407,Thriller
2718,2410,Crime
2719,2410,Drama
2722,2412,Drama
2734,2422,Horror
2739,2427,Comedy
2740,2427,Drama
2746,2432,Comedy
2747,2432,Romance
2748,2432,Western
2752,2436,War
2755,2439,Drama
2756,2439,Romance
2759,2442,Western
2762,2445,Drama
2770,2451,Drama
2772,2453,Comedy
2773,2454,Comedy
2774,2456,Drama
2779,2459,Biography
2780,2459,Drama
2781,2459,History
2787,2464,Western
2790,2466,Comedy
2791,2466,Drama
2792,2467,Biography
2793,2467,Western
2798,2472,Drama
2799,2473,Drama
2803,2477,Romance
2807,2480,Drama
2809,2482,Comedy
2810,2482,Drama
2819,2494,Crime
2820,2494,Drama
2821,2494,Mystery
2826,2499,Drama
2835,2505,Comedy
2836,2505,Romance
2847,2512,Drama
2861,2525,Drama
2863,2527,Drama
2867,2531,Crime
2868,2531,Drama
2869,2532,Drama
2873,2535,Biography
2874,2535,Drama
2875,2535,History
2879,2539,Action
2880,2539,Comedy
2881,2539,Romance
2882,2540,Action
2883,2540,Drama
2895,2550,Western
2904,2558,Adventure
2905,2558,Drama
2912,2562,Drama
2913,2563,Drama
2918,2567,Drama
2927,2572,Drama
2935,2577,Drama
2941,2582,Horror
2942,2583,Drama
2943,2584,Drama
2951,2590,Drama
2957,2595,Comedy
2958,2595,Thriller
2960,2597,Comedy
2964,2600,Drama
2970,2606,Drama
2971,2607,Comedy
2978,2613,Drama
2981,2615,Western
2983,2621,Action
2984,2621,Crime
2985,2621,Drama
2986,2622,Drama
2987,2623,Action
2988,2623,Adventure
2992,2627,Action
2993,2627,Romance
2994,2627,Western
2996,2629,Drama
2997,2630,Drama
2998,2631,Drama
2999,2632,Western
3000,2633,Comedy
3001,2633,Drama
3007,2639,Comedy
3008,2639,Drama
3018,2645,Drama
3019,2645,Western
3025,2652,Biography
3026,2652,Drama
3028,2655,Drama
3040,2666,Adventure
3041,2666,Romance
3043,2668,Drama
3046,2672,Horror
3047,2673,Adventure
3048,2673,Fantasy
3049,2673,Sci-Fi
3050,2674,Drama
3060,2680,Drama
3065,2683,Comedy
3066,2683,Drama
3067,2684,Drama
3074,2690,Comedy
3075,2690,Mystery
3077,2692,Comedy
3081,2695,Drama
3085,2699,Fantasy
3089,2703,Adventure
3090,2703,Drama
3091,2703,History
3092,2704,Western
3102,2712,Adventure
3103,2712,Drama
3105,2714,Drama
3106,2715,Comedy
3107,2716,Crime
3108,2716,Drama
3109,2717,Drama
3112,2720,Drama
3113,2721,Drama
3117,2725,Adventure
3118,2725,Drama
3119,2726,Adventure
3120,2727,Drama
3127,2734,Drama
3128,2734,Romance
3129,2734,War
3136,2741,Adventure
3137,2741,Family
3138,2742,Drama
3141,2745,Crime
3142,2745,Drama
3149,2750,Drama
3158,2757,Drama
3164,2765,Drama
3165,2765,History
3172,2772,Drama
3173,2772,Horror
3174,2772,Mystery
3184,2778,Drama
3185,2779,Adventure
3190,2785,Adventure
3191,2785,Romance
3194,2790,Drama
3195,2790,Western
3203,2796,Drama
3204,2797,Drama
3208,2800,Drama
3210,2802,Western
3216,2808,Crime
3217,2808,Drama
3228,2818,Drama
3229,2820,Drama
3232,2822,Adventure
3233,2822,Comedy
3234,2822,Western
3244,2831,Drama
3245,2831,History
3246,2831,Western
3248,2833,Drama
3253,2839,Drama
3275,2855,Action
3276,2855,Adventure
3279,2857,Action
3280,2857,Adventure
3282,2861,Drama
3283,2861,War
3285,2863,Action
3286,2863,Adventure
3287,2863,Drama
3288,2864,Drama
3289,2864,Western
3301,2873,Adventure
3302,2874,Drama
3305,2877,Drama
3306,2878,Drama
3307,2878,War
3311,2883,Adventure
3312,2883,Romance
3315,2885,Comedy
3316,2885,Drama
3319,2888,Western
3320,2889,Biography
3321,2889,Drama
3322,2889,History
3327,2893,Adventure
3328,2893,War
3332,2897,Drama
3336,2902,Action
3337,2902,Drama
3342,2905,War
3357,2917,Fantasy
3371,2925,Drama
3372,2926,Comedy
3373,2926,Drama
3374,2926,Family
3378,2929,Comedy
3389,2938,Drama
3390,2938,War
3391,2939,Drama
3392,2939,Romance
3394,2941,Drama
3409,2954,Action
3414,2959,Adventure
3415,2959,Crime
3416,2959,Romance
3418,2961,Action
3419,2961,Adventure
3422,2964,Western
3423,2965,Biography
3424,2965,Drama
3425,2967,Adventure
3426,2967,Comedy
3427,2968,Comedy
3428,2968,Drama
3430,2970,Action
3431,2970,Adventure
3439,2975,Drama
3444,2981,Adventure
3445,2981,Comedy
3446,2981,Drama
3447,2982,Drama
3451,2985,Drama
3452,2985,Romance
3453,2986,Drama
3459,2991,Drama
3460,2991,Romance
3461,2992,Drama
3464,2995,Drama
3467,2997,Drama
3470,2999,Drama
3471,3000,Adventure
3473,3002,Adventure
3474,3002,Drama
3475,3003,Drama
3476,3004,Drama
3477,3004,Western
3484,3009,Comedy
3487,3012,Comedy
3488,3012,Mystery
3489,3012,Thriller
3490,3013,Action
3491,3013,Adventure
3494,3015,Drama
3495,3015,Fantasy
3496,3015,Sci-Fi
3501,3019,Drama
3502,3020,Western
3503,3021,Crime
3504,3021,Drama
3508,3027,Fantasy
3509,3028,Drama
3512,3030,Comedy
3513,3030,Drama
3533,3049,Drama
3543,3061,Drama
3544,3062,Western
3551,3067,Drama
3555,3070,Drama
3556,3070,Western
3558,3072,Adventure
3565,3080,Crime
3566,3080,Drama
3567,3081,Drama
3568,3081,History
3569,3081,Romance
3571,3085,Romance
3572,3086,Drama
3576,3089,Drama
3577,3090,Drama
3578,3090,War
3581,3092,Drama
3584,3095,Comedy
3585,3095,Drama
3586,3096,Comedy
3593,3101,Drama
3595,3103,Comedy
3602,3109,Comedy
3603,3110,Adventure
3604,3110,Comedy
3605,3110,Drama
3609,3114,Documentary
3611,3116,Drama
3614,3120,Comedy
3615,3120,Drama
3618,3123,Drama
3628,3131,Drama
3629,3132,Drama
3631,3134,Adventure
3632,3134,Drama
3633,3134,Romance
3638,3139,Action
3639,3139,Adventure
3640,3139,Crime
3643,3143,Drama
3644,3143,Romance
3647,3148,Drama
3648,3149,Action
3649,3149,Adventure
3650,3149,Crime
3652,3151,Drama
3657,3155,Drama
3658,3156,Drama
3666,3164,Drama
3667,3165,Drama
3675,3172,Comedy
3676,3172,Romance
3677,3172,Western
3680,3174,Drama
3683,3176,Western
3684,3177,Action
3685,3177,Adventure
3686,3177,Drama
3689,3179,History
3690,3179,Romance
3691,3180,Drama
3692,3180,War
3702,3188,Drama
3706,3194,Drama
3707,3196,Drama
3708,3197,Documentary
3709,3197,History
3710,3197,War
3711,3198,Mystery
3712,3199,Crime
3713,3199,Drama
3714,3200,Comedy
3715,3200,Drama
3716,3201,Drama
3719,3203,Adventure
3720,3203,Comedy
3721,3203,Crime
3723,3205,Fantasy
3724,3206,Comedy
3725,3206,Drama
3727,3208,Comedy
3728,3208,Drama
3729,3209,Horror
3730,3209,Sci-Fi
3731,3210,Horror
3732,3210,Sci-Fi
3733,3211,Comedy
3734,3211,Romance
3735,3212,Documentary
3736,3212,War
3743,3219,Drama
3747,3222,Animation
3750,3225,Drama
3751,3226,Comedy
3752,3226,Drama
3753,3226,Romance
3755,3228,Drama
3756,3228,Thriller
3758,3231,Drama
3759,3231,Horror
3760,3232,Adventure
3763,3236,Comedy
3764,3236,Drama
3768,3239,Comedy
3769,3239,Thriller
3775,3242,Comedy
3776,3242,Romance
3777,3242,Western
3778,3243,Crime
3779,3243,Drama
3780,3243,Horror
3781,3244,Comedy
3782,3244,Romance
3784,3247,Drama
3787,3249,Comedy
3788,3249,Drama
3793,3253,Crime
3794,3253,Drama
3795,3253,Romance
3802,3257,Family
3803,3257,Fantasy
3804,3258,Drama
3805,3258,Western
3811,3263,Action
3812,3263,War
3813,3263,Western
3815,3265,Action
3816,3265,Comedy
3817,3265,Romance
3820,3268,Comedy
3821,3268,Romance
3822,3268,Western
3823,3269,Action
3824,3269,Adventure
3830,3273,Drama
3831,3273,Romance
3837,3278,Romance
3842,3281,Drama
3846,3284,Drama
3857,3291,Adventure
3860,3293,Drama
3861,3294,Adventure
3862,3294,Drama
3863,3294,Romance
3864,3295,Drama
3865,3295,Romance
3868,3297,Biography
3869,3297,Drama
3870,3297,War
3871,3298,Drama
3881,3306,Drama
3891,3315,Drama
3892,3315,Horror
3893,3316,Adventure
3897,3320,Drama
